symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
MBTF,M B T Financial Corp,11.2,255988801.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,1780
MACQ,M I Acquisitions Inc.,10.01,70658017.43,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/macq,1781
MACQU,M I Acquisitions Inc.,10.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/macqu,1782
MACQW,M I Acquisitions Inc.,0.35,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/macqw,1783
MIII,M III Acquisition Corp.,9.82,188642200,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/miii,1784
MIIIU,M III Acquisition Corp.,10.1392,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu,1785
MIIIW,M III Acquisition Corp.,0.34,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw,1786
MBVX,MabVax Therapeutics Holdings Inc.,1.89,11899647.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx,1787
MCBC,Macatawa Bank Corporation,9.79,332319484.31,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,1788
MFNC,Mackinac Financial Corporation,13.75,86555287.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,1789
MTSI,MACOM Technology Solutions Holdings Inc.,45.97,2934153484.84,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,1790
MGNX,MacroGenics Inc.,19.66,688347578.38,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,1791
MDGL,Madrigal Pharmaceuticals Inc.,15.98,194435131.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl,1792
MAGS,Magal Security Systems Ltd.,6.27,143719986.96,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,1793
MGLN,Magellan Health Inc.,71.05,1685101447.05,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,1794
MGIC,Magic Software Enterprises Ltd.,7.9,351441264.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,1795
CALL,magicJack VocalTec Ltd,8.05,129208030.35,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,1796
MNGA,MagneGas Corporation,0.295,17581271.645,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,1797
MGYR,Magyar Bancorp Inc.,12.9999,75669115.9254,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,1798
MHLD,Maiden Holdings Ltd.,12,1038582348,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,1799
MSFG,MainSource Financial Group Inc.,34.2,825435604.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,1800
MMYT,MakeMyTrip Limited,37.05,1909451889.15,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,1801
MBUU,Malibu Boats Inc.,23.54,419748237.04,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,1802
MLVF,Malvern Bancorp Inc.,21.95,143995555.9,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,1803
MAMS,MAM Software Group Inc.,6.29,77043681.42,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,1804
TUSK,Mammoth Energy Services Inc.,17.53,657375000,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/tusk,1805
MANH,Manhattan Associates Inc.,45.24,3141645655.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,1806
LOAN,Manhattan Bridge Capital Inc,5.6,45556201.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,1807
MNTX,Manitex International Inc.,7.77,128610485.22,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,1808
MTEX,Mannatech Incorporated,14.7,39849612.6,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,1809
MNKD,MannKind Corporation,0.7972,80512127.4164,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,1810
MANT,ManTech International Corporation,39.69,1539622291.41,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,1811
MAPI,Mapi - Pharma Ltd.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi,1812
MARA,Marathon Patent Group Inc.,0.502,9752590.944,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,1813
MCHX,Marchex Inc.,2.77,119687240.3,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,1814
MARPS,Marine Petroleum Trust,3.7175,7435000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,1815
MRNS,Marinus Pharmaceuticals Inc.,1.31,28220297.72,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,1816
MKTX,MarketAxess Holdings Inc.,187.84,7049498076.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,1817
MRLN,Marlin Business Services Corp.,23.95,301003695.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,1818
MAR,Marriott International,97.05,37113825479.7,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,1819
MBII,Marrone Bio Innovations Inc.,1.49,36921377.52,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii,1820
MRTN,Marten Transport Ltd.,24.2,790975911,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn,1821
MMLP,Martin Midstream Partners L.P.,19.3,742129621.6,n/a,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp,1822
MRVL,Marvell Technology Group Ltd.,15.16,7616384000,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,1823
MASI,Masimo Corporation,88.41,4549803780.27,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi,1824
MTCH,Match Group Inc.,19.31,4966625962.46,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/mtch,1825
MTLS,Materialise NV,10.95,146493151.5,13378370,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls,1826
MPAC,Matlin & Partners Acquisition Corporation,9.65,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/mpac,1827
MPACU,Matlin & Partners Acquisition Corporation,10.1,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/mpacu,1828
MPACW,Matlin & Partners Acquisition Corporation,0.5,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/mpacw,1829
MTRX,Matrix Service Company,10.75,285883253.25,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx,1830
MAT,Mattel Inc.,22.12,7577346860.16,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,1831
MATR,Mattersight Corporation,3.3,107114211.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr,1832
MATW,Matthews International Corporation,67.15,2165725896.15,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw,1833
MXIM,Maxim Integrated Products Inc.,45.51,12858608932.92,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,1834
MXPT,MaxPoint Interactive Inc.,6.35,42118845.15,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/mxpt,1835
MXWL,Maxwell Technologies Inc.,6.03,221246410.41,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl,1836
MZOR,Mazor Robotics Ltd.,35.77,476626665.2,13324760,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor,1837
MBFI,MB Financial Inc.,44.33,3715788520.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi,1838
MBFIP,MB Financial Inc.,26.13,104520000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip,1839
MCFT,MCBC Holdings Inc.,16.95,315922727.55,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mcft,1840
MGRC,McGrath RentCorp,34.92,836254976.04,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc,1841
MDCA,MDC Partners Inc.,8.4,419454798,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca,1842
MFIN,Medallion Financial Corp.,2.2,53081127,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfin,1843
MFINL,Medallion Financial Corp.,17.39,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfinl,1844
MTBC,Medical Transcription Billing Corp.,1.77,18563188.29,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc,1845
MTBCP,Medical Transcription Billing Corp.,25.4359,7494840.5504,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp,1846
MNOV,MediciNova Inc.,5.62,194117851.66,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov,1847
MDSO,Medidata Solutions Inc.,68.14,3969386880.42,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso,1848
MDGS,Medigus Ltd.,2.62,898023.34,342757,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs,1849
MDWD,MediWound Ltd.,6,131582694,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd,1850
MDVX,Medovex Corp.,1.35,22986028.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx,1851
MDVXW,Medovex Corp.,0.19,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw,1852
MEDP,Medpace Holdings Inc.,22.98,934724207.94,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/medp,1853
MEIP,MEI Pharma Inc.,1.6,58835884.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip,1854
MLCO,Melco Resorts & Entertainment Limited,22.34,3808686728.8,170487320,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mlco,1855
MLNX,Mellanox Technologies Ltd.,46.35,2302628973.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx,1856
MELR,Melrose Bancorp Inc.,16.7508,43586904.9132,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/melr,1857
MTSL,MER Telemanagement Solutions Ltd.,0.5992,5245490.8744,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl,1858
MELI,MercadoLibre Inc.,275.16,12150340278.24,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli,1859
MBWM,Mercantile Bank Corporation,33.75,555832395,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm,1860
MERC,Mercer International Inc.,11.2,727704913.6,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc,1861
MBVT,Merchants Bancshares Inc.,50.7,350295780.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt,1862
MRCY,Mercury Systems Inc,40.57,1945068160.13,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy,1863
EBSB,Meridian Bancorp Inc.,17.25,925135716,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb,1864
VIVO,Meridian Bioscience Inc.,14.4,607714516.8,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo,1865
MRDN,Meridian Waste Solutions Inc,3.19,22152138.36,n/a,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/mrdn,1866
MRDNW,Meridian Waste Solutions Inc,0.44,0,n/a,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/mrdnw,1867
MMSI,Merit Medical Systems Inc.,34.15,1702587795.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi,1868
MACK,Merrimack Pharmaceuticals Inc.,3.31,432187232.91,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack,1869
MSLI,Merus Labs International Inc.,0.785,92123791.18,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli,1870
MRUS,Merus N.V.,19.76,304444454.08,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus,1871
MLAB,Mesa Laboratories Inc.,140.32,519282785.28,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab,1872
MESO,Mesoblast Limited,10.5,43205242.5,4114785,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso,1873
CASH,Meta Financial Group Inc.,86.6,809709047.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash,1874
MEOH,Methanex Corporation,43.2,3861991785.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh,1875
MGCD,MGC Diagnostics Corporation,8.43,36987830.49,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd,1876
MGEE,MGE Energy Inc.,64.9,2249977213,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee,1877
MGPI,MGP Ingredients Inc.,54.79,915535859.32,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi,1878
MBOT,Microbot Medical Inc. ,4.45,121268431.85,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mbot,1879
MCHP,Microchip Technology Incorporated,75.17,16269205843.05,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp,1880
MU,Micron Technology Inc.,28.2,31197860868.6,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu,1881
MICT,Micronet Enertec Technologies Inc.,1.2001,7859007.2627,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict,1882
MICTW,Micronet Enertec Technologies Inc.,0.12,0,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw,1883
MSCC,Microsemi Corporation,48.85,5641024729.05,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc,1884
MSFT,Microsoft Corporation,69,532715516439,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft,1885
MSTR,MicroStrategy Incorporated,190.95,2184867849.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr,1886
MVIS,Microvision Inc.,2.1,143056200,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis,1887
MPB,Mid Penn Bancorp,26.8,113478704,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb,1888
MTP,Midatech Pharma PLC,2.68,5240496.12,1955409,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtp,1889
MCEP,Mid-Con Energy Partners LP,2.15,64500273.05,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep,1890
MBCN,Middlefield Banc Corp.,45.75,128262732.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn,1891
MSEX,Middlesex Water Company,36.32,592140468.64,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex,1892
MSBI,Midland States Bancorp Inc.,35.96,560208182.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msbi,1893
MOFG,MidWestOne Financial Group Inc.,35.27,430629805.67,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg,1894
MIME,Mimecast Limited,23.89,1316841597.82,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mime,1895
MDXG,MiMedx Group Inc,14.09,1562169938.34,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg,1896
MNDO,MIND C.T.I. Ltd.,2.46,47456888.28,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo,1897
MB,MINDBODY Inc.,25.85,1059154324.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mb,1898
NERV,Minerva Neurosciences Inc,6.6,242252155.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv,1899
MGEN,Miragen Therapeutics Inc.,12.79,273323105.77,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mgen,1900
MRTX,Mirati Therapeutics Inc.,4.05,101006177.85,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx,1901
MIRN,Mirna Therapeutics Inc.,2.08,43381921.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mirn,1902
MSON,MISONIX Inc.,10.6,95647552.4,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson,1903
MIND,Mitcham Industries Inc.,4.62,55854681.96,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind,1904
MINDP,Mitcham Industries Inc.,23.0213,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mindp,1905
MITK,Mitek Systems Inc.,8.45,281590571.6,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk,1906
MITL,Mitel Networks Corporation,6.33,776476147.14,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl,1907
MKSI,MKS Instruments Inc.,79.85,4300840056.35,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi,1908
MMAC,MMA Capital Management LLC,23.4465,136907466.3495,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac,1909
MINI,Mobile Mini Inc.,28.55,1262024257.1,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini,1910
MOBL,MobileIron Inc.,4.75,438107875.75,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl,1911
MOCO,MOCON Inc.,30,176013810,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco,1912
MMDM,Modern Media Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmdm,1913
MMDMU,Modern Media Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmdmu,1914
MLNK,ModusLink Global Solutions Inc,1.595,88607100.395,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk,1915
MBRX,Moleculin Biotech Inc.,0.8001,13743215.2872,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbrx,1916
MNTA,Momenta Pharmaceuticals Inc.,15.75,1172240275.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta,1917
MOMO,Momo Inc.,39.12,3080683804.32,78749586,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo,1918
MCRI,Monarch Casino & Resort Inc.,29.85,522513295.05,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri,1919
MDLZ,Mondelez International Inc.,44.83,68343554263.53,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz,1920
MGI,Moneygram International Inc.,17.3,936214758,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi,1921
MPWR,Monolithic Power Systems Inc.,93.46,3855216121.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr,1922
TYPE,Monotype Imaging Holdings Inc.,19.55,818085644.15,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/type,1923
MNRO,Monro Muffler Brake Inc.,51.2,1667390464,n/a,n/a,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro,1924
MRCC,Monroe Capital Corporation,15.71,263171170.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrcc,1925
MNST,Monster Beverage Corporation,47.45,26942670384.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst,1926
MSDI,Monster Digital Inc.,0.6925,5543470.1175,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdi,1927
MSDIW,Monster Digital Inc.,0.12,0,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdiw,1928
MORN,Morningstar Inc.,73.24,3144238901.76,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn,1929
MOSY,MoSys Inc.,0.79,5244114.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy,1930
MTFB,Motif Bio plc,8.7873,18183568.6773,2069301,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfb,1931
MTFBW,Motif Bio plc,1.95,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfbw,1932
MPAA,Motorcar Parts of America Inc.,30.03,561561000,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa,1933
MPVD,Mountain Province Diamonds Inc.,2.7,431510849.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mpvd,1934
MOXC,Moxian Inc.,2.8489,190896809.2311,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/moxc,1935
MRIC,MRI Interventions Inc,6.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mric,1936
MRVC,MRV Communications Inc.,9.85,66999315.85,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvc,1937
MSBF,MSB Financial Corp.,17,97396094,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf,1938
MSG,MSG Networks Inc.,202.02,4840936573.2,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg,1939
MTGE,MTGE Investment Corp.,18.05,826648250.35,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtge,1940
MTGEP,MTGE Investment Corp.,25.8696,51739200,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mtgep,1941
MTSC,MTS Systems Corporation,46.35,775938490.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc,1942
LABL,Multi-Color Corporation,78.975,1338343677.45,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl,1943
MFSF,MutualFirst Financial Inc.,33.8,248235075.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf,1944
MYSZ,My Size Inc.,1.4,24647502.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mysz,1945
MYL,Mylan N.V.,37.9,20312367915.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl,1946
MYOK,MyoKardia Inc.,13.15,413236133.15,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myok,1947
MYOS,MYOS RENS Technology Inc.,2.28,13325168.16,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos,1948
MYRG,MYR Group Inc.,35.2,575338192,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg,1949
MYGN,Myriad Genetics Inc.,22.38,1523888463.78,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn,1950
NBRV,Nabriva Therapeutics AG,10.44,234096328.8,22423020,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nbrv,1951
NAKD,Naked Brand Group Inc.,1.84,19029631.44,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/nakd,1952
NNDM,Nano Dimension Ltd.,6.38,16976586.66,2660907,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/nndm,1953
NANO,Nanometrics Incorporated,28.98,731077300.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano,1954
NSTG,NanoString Technologies Inc.,18.45,400172160.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg,1955
NH,NantHealth Inc.,3.17,385556217.39,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nh,1956
NK,NantKwest Inc.,2.93,241129099.53,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nk,1957
NSSC,NAPCO Security Technologies Inc.,10.45,196479666.9,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc,1958
NDAQ,Nasdaq Inc.,67.91,11282814864.04,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ndaq,1959
NTRA,Natera Inc.,9.27,489430414.8,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ntra,1960
NATH,Nathan&#39;s Famous Inc.,70,292354790,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath,1961
NAUH,National American University Holdings Inc.,2.51,60804559.24,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nauh,1962
NKSH,National Bankshares Inc.,40.7,283189541.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh,1963
FIZZ,National Beverage Corp.,83.07,3868449448.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz,1964
NCMI,National CineMedia Inc.,8.665,544733872.67,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi,1965
NCOM,National Commerce Corporation,39.2,507592097.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ncom,1966
NESR,National Energy Services Reunited Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nesr,1967
NESRU,National Energy Services Reunited Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nesru,1968
